"tool_mage_url","tool","tool_description","category","upvotes","tags"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d1bb46432bfd944bdfeb1a_Screenshot-1-25-2023-3.28.58%20PM.png","MealsAI","Quickly generate unique recipes from any ingredients or dietary restrictions","For Fun","18",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63eec91058ebc36f4e616fe5_63e9bfc08b497e62f95b6347_Simulator%2520Screen%2520Shot%2520-%2520iPhone%252014%2520Plus%2520-%25202023-02-12%2520at%252011.31.01-p-500.png","Cassette AI","An app for music creation to generate custom, royalty-free music tracks.","Music","18",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e498489689f78593091011_4.jpg","GetSound Ai","Create AI soundscapes","Music","18",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63eec916bab0e0d965d24cb1_6364ed89c013580df03b7501_OGP%2520(3).png","Captions","A creators studio app to record, caption, customize, and share videos.","Social Media","18",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f0097eb75f3eb588cb3f3a_photoAI-openGraph-1.jpeg","PhotoAI","A tool to generate customized photos for social media.","Image Improvement","18",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f02c7ee2daee2b8938c018_6319aa4faa567cc9466743eb_Library%2520(1)-p-1080.webp","Sloyd","A 3D modelling tool to create game-ready assets using parametric generators and machine learning.","Gaming","18",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ccecdf5414ff77e1870a3_writesonic-og.jpeg","Writesonic","AI writing, copywriting & paraphrasing tool","Copywriting","18","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e403b25a7ec30b682b65fc_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1672830989168x544460365194502600%252Fgrid_0__4_-removebg-preview.png","Tiny Storie","Personalized stories for kids","For Fun","18",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c7146b2543615533f0887b_cover.a8227bb9.jpeg","Is This Image NSFW?","Analyzes if an image is safe for work or not","AI Detection","18",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e706db60afc2533e8762d6_Screenshot-2-10-2023-7.09.05%20PM.png","CleoAI","Assists with Brainstorming, Ideation, Writing, Coaching, and Web Search","Chat","18",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a6134fa7089c2c9a9ed5c7_d80d74be-516f-4a71-881c-66f017aabe5c.png","BedtimeStory.ai","Create personalized, instant bedtime stories","For Fun","18",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e490955e3e5bc16e8441f8_Screenshot-2-8-2023-10.19.50%20PM.png","Descritella","Generates product descriptions and keywords from photos","Marketing","18",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b9e2860cac21ff65db5e55_iris_meta.png","Iris.ai","A workspace to organize all of your research","Research","17",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f827f5c91423d7fd34b96f_metadata.jpeg","Child Book","A children's book creator tool.","Generative Art","17",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fdb2e4776e740f0d6a7cd6_transvribe-logo.png","Transvribe","A tool for efficient youtube learning.","Self-Improvement","17",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ae7bebdb2969f0e0672a97_Social-Sharing.jpeg","SwagAI","An AI-powered tool that generates custom swag ideas","Marketing","17","Inspiration"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d02049406c5a0c7ef36a9e_63591adbe2bb240f24364eb0_OpenGraph%2520Image%2520-%2520v1.jpeg","Stork.ai","ChatGPT for Teams","Chat","17",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e495d15e3e5b3d4d848cde_phind.webp","Phind","AI search engine for developers","Research","17",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ea99d170ed91ba7ec10c42_268783_412a7e33362945ccb9bb4a88003eb6aa~mv2.png","Versy AI","A platform to create virtual experiences from text prompts.","Generative Video","17",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ac31ba9624303044a727c_63996e8028a4d13366cc0117_colab_favicon_256px.png","DreamBooth","Train your own face into Stable Diffusion","Generative Art","17","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a111921b0e90aba8c3d919_twitter-card.png","BearlyAI","AI writing assistant that leverages GPT-3","Research","17","Copywriting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63eb37cc1812ab9e0e1fbf3c_imagegenerator-ai-logo.png","Image Generator AI","A mobile app to generate unique variations of any given image.","Generative Art","17",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a215058a30035b15b522df_HairstyleAIcover.jpeg","Hairstyle AI","Upload your photos and let the AI generate new hairstyles for you","For Fun","17","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b72203aaff690faa49442e_6377e492be40b61e3bcf1367_Screen%2520Shot%25202022-11-18%2520at%25203.00%25201.svg","Olli.ai","Quickly create data visualizations from web or file data","Finance","17","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63df01f0d3e9be2dd576212e_Screenshot-2-4-2023-5.10.03%20PM.png","Autowrite","Content Focused AI Writing Assistant","Copywriting","17",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bf1b4f7e9f2737b3451dc6_63b4bca28991fa502dd3f66d_imageedit_2_9503328400.png","Trudo","Train, test, and deploy your own OpenAI model","Chat","17",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4b9aee573235b2df9f5e_63b8ab6fd45a7a7fe88fa57d_img_hero_690w.png","Krisp","AI-powered noise cancellation tool to remove background noise from calls","Voice Modulation","17","Podcasting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ef264839dcd76957dd0915_talefactory-logo.png","Tales Factory","A tool to create custom story books with illustrations and narration.","Generative Art","17",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ade7cc9f48e1ea8fa64bac_6366087446177da744f7b341_Pink%2520Organic%2520Beauty%2520Before%2520After%2520Facebook%2520Post%2520(4).png","ARTi.PiCS","AI-powered avatar generator","Avatar","17","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dab0e75491ca6409d70585_3thlrJh41ciJu5AQVovEFgrWIbg.jpeg","Brancher.ai","AI-powered no-code app creation platform","Generative Code","17",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4baa0d178c580dc4b752_63b728f0578d7f2570e3b34a_Screenshot%2520(126).png","ToWords","Converts YouTube videos into blog posts","Speech-To-Text","16","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d2cb0de668ee496d17688f_validator-logo-2.cbb9b69d.png","ValidatorAI","AI business validator tool that provides detailed feedback and advice","Research","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4b9517f71c86ea36bf20_63bc6b969234ceb7bd34b5db_54a8ed5a-f823-40bd-a81a-cbf93d5cddf6.png","Effortless Email","AI-powered tool to quickly craft emails from bullet points","Copywriting","16","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ea64bb294696809237d586_sivi-logo.png","Sivi","A tool to turn your text into full visual designs.","Generative Art","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c0452cc03d2fda3a2fac4c_og.png","Sudowrite","An AI tool to help overcome writer's block when telling stories","Copywriting","16","Inspiration"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a6134f85e33dd7453b0a5b_624258b34337265162ed911d_Demo-Dayd.jpeg","Personal AI","A platform that allows you to create your own personal AI","Self-Improvement","16","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bb00bf23d8b245a996af5_ai-content-writer-seo.png","ContentEdge","AI tool for writing SEO optimized content","Copywriting","16","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a23df8c8814bfbad18dec6_0418cd04-f440-4021-8cf9-56be06164b0d.png","Product Hunt AI Tools","Find the best Artificial Intelligence apps on Product Hunt","Aggregators","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ced8bffc865975af2a730a_copypro-laptop-hi.webp","CopyPro","AI-driven copywriting templates, resources, and tools","Copywriting","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c7146559dc924b067419a0_cover-quizgrowth-39e8c0a579c1568c5f2dd58b5ef2be1537bc87ee990161c99883a7514f042c2f.png","QuizGrowth","Turn your content into engaging quizzes","Marketing","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f57d981f88dd35dff7205b_CodeWP.ai-OG-NEW.png","CodeWP","A code generator for WordPress, WooCommerce, and other plugins.","Generative Code","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4b98508ab681e86a2b46_63bcf33eab2e361ca2ddee0e_Screenshot%2520(146).png","GPT-2 Output Detector","AI Chatbot Detector","AI Detection","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ab4015bd87cc78ad4c807b_header.png","EmailTriager","Use AI to automatically draft email replies in the background","Productivity","16","Copywriting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fda21fab1e2feb002dfb34_airegisters-logo.png","AI Registers","An AI Tools directory.","Aggregators","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b722003243282c6374d135_19929f_3da102896c364ed6b763bc38d8157449~mv2.png","Prompt Box","Organize and save your AI prompts","Inspiration","16","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c2edc86c0adc54eb8ffe67_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1672792673747x420401029024378240%252Fzixxy.png","AI Office Bot","AI-powered office assistant that provides instant answers to software questions","Productivity","16","Generative Code"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e70a0f68bea524cbf30df6_iI7JVBMl_400x400.jpg","Percy Lab","Percy Lab can generate very complete texts on demand with the Open AI api.","Research","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fc416b8fdb79b6877e76fc_1a1e832b-c370-48b0-a67a-80dbcdfbab52.jpeg","Prompt Vibes","A large collection of chatgpt prompts.","Aggregators","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bb00af23d8b818c996aea_playht-min.png","Play.ht","AI realistic text-to-speech voice generator","Text-To-Speech","16","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ed500b32e9a02c04f1dafa_og-image.7ca513e.png","TinyForest","A platform for writing tools .","Copywriting","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e1e0b4acf0468de022628b_Screenshot-2-6-2023-9.25.02%20PM.png","GPTForMe","Upload your own content and then ask questions of it","Chat","16","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a111915382ea4e6a62591a_rewind-thumb.jpeg","Rewind","Save anything, including conversations and make them searchable","Productivity","16","Speech-To-Text"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f3e78fc448e35783e8d682_optimo-promo.png","Optimo","A tool for marketing related tasks.","Marketing","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ade7c7cf8c7475372bce4b_Homepage-Feature.jpeg","PolyAI","Voice assistant to automate customer service","Text-To-Speech","16","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f4843668b5491299876173_makemyworkout-dev-logo.png","Make My Workout","A tool to generate workout plans.","Self-Improvement","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b05fcabaf5bb540e6e7bef_andi-social-banner.jpeg","Andi","Answers questions or takes you to the apps or websites you enter","Chat","16","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d96fe194f5054a45ad046b_Screenshot-1-31-2023-11.45.29%20AM.png","Kadoa","Quickly and easily extract data from websites, PDFs, and databases.","Generative Code","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d812d986dfea65e3b1c12a_Cheap-Nosh.png","AI Recipe Generator","AI-generated recipe tailored to ingredients","For Fun","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a2150627614de0fa642619_Social-Share-Image.jpeg","HeroPack","Make gaming avatars with AI, inspired by video games","Generative Art","16","Avatar"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e83f5cf93ed9581d0432e9_vlcsnap-2023-02-04-16h15m10s908.png","Peachly AI","AI solution for creating, targeting and optimizing Facebook, Instagram and Google ads","Marketing","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ed4ffef240fdd8bc9bd3ec_photo-1531746790731-6c087fecd65a.jpeg","Programming Helper","A tool to help you with programming, debugging, and other such tasks.","Productivity","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639acba0ce8fc063819769ad_v2-2.png","Hugging Face","Required tool for Face Training in Stable Diffusion","Generative Art","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f6025501fa578022d70097_badcook-club-logo.png","Bad Cook Club","A recipe generator tool for people who suck at cooking.","Self-Improvement","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63caf582b5d3a8c29ca6e415_5fc61b35ce2996b2983474da_opengraph-home.png","Akkio","Build and deploy AI with your business data","Research","16","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b9e28d2551256faf4d4544_61b9f4a385fa68f24cf0326e_Untitled-1-01.png","Altered","Alter your voice with AI for voiceover work","Voice Modulation","16",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ccecbbf9aaf0babda8644_639bc61c9fd058ba9e0df836_logo-spaced.png","Rytr","AI Writer, Content Generator & Writing Assistant","Copywriting","15","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f5ff6088f92f3478c0559d_aiseooutlines-logo.png","AI SEO Outlines","A tool to create seo article outlines with lsi keywords and FAQs.","Marketing","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e87db3fbbd06a77b9de504_chaingpt-logo.png","ChainGPT","A blockchain-based AI model designed to help with crypto and blockchain tasks.","Finance","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a4d49db01249773faeeff6_AI-CONTENT-01.png","Frase","AI-powered SEO writing assistant","Copywriting","15","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d2cb07f8ac04724d93cbda_6336f4544cebc52cf12cc22d_Thumbnail.png","Predict","Business predictive analysis tool","Marketing","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f009889121518c154c5b0a_RipX_FAP_2000_Awards.png","RipX","An audio processing tool for removing vocals, creating stems, remixing tracks and fixing.","Music","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d962780ef56d399b1dd103_blogcast-podcast-list-692x558x0x2x692x419x1619605864.png","Blogcast","Text-to-speech tool for podcasts","Text-To-Speech","15","Podcasting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639b5e15e75a9d4d55c8e393_639acb289130cb3a027eceb2_Screenshot%2520(31).png","Dream Studio","Web-based Stable Diffusion Interface","Generative Art","15","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d2cab6d04d3cae3d95b8ed_og-image.png","Begone, Spammer","Tool that helps users take control of you inbox and outsmart spammers","Productivity","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e09579faf2d52fa45c7764_moriseai-cover.jpeg","Morise.ai","Tool for YouTube creators to optimize their content","Marketing","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c466c4375e002aa3709b03_tldrthis-krishna.jpeg","TLDR This","Automated summarization, metadata extraction, paraphrasing, and clickbait filtering","Research","15","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c595202988d2a0f8070a0f_og-image.png","SaaS Library","Discover 100+ unique SaaS ideas that can be built with AI","Inspiration","15","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bc4c61a4b9d0e69ecb7e7_639bbbcd2d3d57db8f004540_Screenshot%2520(33).png","Namelix","AI business name generator","Inspiration","15","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71abf8dcc1146cf475b41_63ade9addbb8c14c27eeda54_1.png","Orb Producer","AI-powered plugins for creating unlimited musical patterns","Music","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e32ec8f80ef1050d698900_Screenshot-2-7-2023-9.10.24%20PM.png","findly.ai","AI chatbot for efficient data querying and actionable insights from databases","Chat","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c2edc52f391a0f64687560_social.png","AI Depot","Discovering and compare the best new AI tools across a wide range of categories","Aggregators","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dab0f05b0aef1a0c012114_ogimage.png","SpellBox","Helps users solve programming problems quickly","Generative Code","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a6134f60f17248c824f365_speechify-logo.png","Speechify","Natural sounding text-to-speech with speed options","Text-To-Speech","15","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ced3ad050906341f9305f4_aHR0cHM6Ly9hc3NldHMuZ3Jvb3ZlYXBwcy5jb20vaW1hZ2VzL2RjNjExOGU2LWRlNDUtNGNjNi05NDBhLTVjMTMzZWI2MjVmMi8xNjc0MzgxOTE0X1plbmVuLU9HLnBuZw.webp","zenen.ai","Imagine ChatGPT and Siri had a baby, that's Zenen","Chat","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4b92bd2de3330f7d216c_63bc6946c03161c4f65df26c_contentin-plan2.2c1b9bcf.png","ContentIn","An AI-powered content creation and scheduling tool for LinkedIn","Social Media","15","Copywriting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d36d27d6508b507cc03087_Screenshot-1-26-2023-10.20.07%20PM.png","GlowAI","Skincare routine generator creates personalized routines based on budget, skin type, and skin concerns","Self-Improvement","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63eec913df1e9a17b2515d94_iJeMAC4QPIfoF8I5sIiSsneTC0-Y4-TASFia5YMJGOJNJ2dxwQyIzk3DDGjtsz4exd8I7G2Ct8x-IhxAhhUCoJKo%3Dw128-h128-e365-rj-sc0x00ffffff.jpeg","Casper AI","A Google Chrome Extension to summarizing articles, creating content and sharing insights.","Productivity","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c4966f7ceee985fff58218_inklogo2022.png","INK","AI Content creation tool that generates unique, SEO-optimized content","Copywriting","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ac7f817e99523240e2427b_639b53b683e035d324760358_WhatsApp%2520Image%25202022-12-10%2520at%25209.00.15%2520PM.jpeg","Albus","Use ChatGPT inside of Slack","Chat","15","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d812bdaa6e0b5fe3dd50d9_landscape_image_processing20200625-20141-1e5md6.png","Daily Zaps","AI-focused news and resource hub","Aggregators","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f827efafbef0dfc0993a24_free-AI-Content-Detector.jpeg","Free AI Content Detector","A free tool to detect AI content.","AI Detection","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b9e28f14542ac5232bf8fb_cover.png","Endel","Personalized soundscape for focus, relaxation, and sleep","Music","15","Self-Improvement"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a6134f85e33d2b7d3b0a5c_lead_magic-write_01_2x.png","Canva Magic Write","AI text generator from Canva","Copywriting","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fc867c27f58b6038a4a8e8_stunning-so-logo.png","Stunning","A website generator with custom content.","Marketing","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e098cff46ebf6274ab6382_Screen%20Shot%202023-01-09%20at%2011.52.48%20am.png","Buzz Mail","AI email assistant","Productivity","15",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b721fb51119de824daefd7_634ffd9b5b08854718a86fb4_centered.png","Supernormal","AI That Writes Your Meeting Notes","Productivity","14","Speech-To-Text"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c5b76e170704c980da0bf0_photo-4.e4cff5de.webp","AnyTweet.com","Creating custom merch stores with your tweets","Social Media","14","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e32fe6f80ef1214c6993e4_38f5fbfe-c519-4495-9bf6-4e26ba7f114f.png","REimagineHome","Virtual redesign platform that lets users transform any space","For Fun","14","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63aa2ad071f0cd3e572c5d4f_meta_card_index.png","Quickchat AI","Build AI Assistants that talk like a Human","Chat","14","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ebff115d7632867aa81895_63ba04a618d4e06dad2beab1_castmagicpreview.png","Castmagic","An automated post-production tool to streamline podcast creation.","Podcasting","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e09e032ae9b036dfea81f6_Screenshot-2-5-2023-10.28.02%20PM.png","UltraBrainstormer","Creative writing assistant","Copywriting","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bf215725edd2f019a1d4a9_Screenshot%20(167).png","GiftasticAI","Personalized gift recommendation engine","For Fun","14","Inspiration"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e096bf1693d102221502e5_Screenshot-2-5-2023-9.57.06%20PM.png","KnowledgeGraph GPT","Convert unstructured text into a structured knowledge graph","Generative Code","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d427e3790b220151bab2f1_logo.png","AiSofiya","Text-to-speech generator","Text-To-Speech","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f9a84768cc69028d02abc1_oscar.png","Oscar","An app to create personalized bedtime stories.","Generative Art","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d97a467279ba4849a97f60_Screenshot-1-31-2023-12.29.48%20PM.png","GPTZero","A tool for accurately detecting AI plagiarism","AI Detection","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cb1f82fc84bb667ed234e2_unnamed.png","PowerPen","AI Paraphrasing Tool","Productivity","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ea99d565e07d352db82442_og.png","Auto Backend","A tool to create backend platform and more.","Productivity","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dc0dd2769b2e6ba15a984c_edb06b9d171ea07b8ef12a4aaf4e698e6bd0f3f9-1500x500.png","Latitude","Low-code data app building tool for data exploration and visualization","Generative Code","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f0b785a07ff65556c9150c_ai-face-swapper-logo.png","AI Face Swapper","A tool to swap faces in images.","For Fun","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e9eec863a382084d38ce5f_web3summary-logo.png","Web3 Summary","A Google Chrome Extension to simplify complex crypto projects into easy-to-understand explanations.","Finance","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f1ce2d8eda9334e780135c_27pmczp647i2i59m.png","Vidyo.ai","A tool to create short videos from long videos with captions, templates, and more.","Generative Video","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cdee44507996696a77f374_banner.png","Tweetmonk","Write and schedule tweets with AI","Social Media","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a11191359ab0630a87fb81_639c67442f8b5f1dfa9d6e65_meta-img.jpeg","Scenario","AI-generated gaming assets","Gaming","14","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f2fa71cf5783567f789dd0_yourownstorybook-logo.png","Your Own Story Book","A platform to create personalized storybooks.","Productivity","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4ba62cb46380a067797b_63b8b04e9d70bb4179b997c5_Screenshot%2520(136).png","SEOCopy.ai","AI-powered SEO-optimized website copy","Copywriting","14","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d812d2bd1d2b7e79a3dbeb_subtxt-app-template.png","Subtxt","AI-powered narrative frameworks to help writers generate creative stories","Copywriting","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e1dc8f218d436acf5c7ae1_download.jpg","Munch","Repurpose content for social media and other platforms","Video Editing","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63def8a8e1b44900cc5e6040_Social_Thumbnail.png","Yoodli","Personalized feedback from an AI speech coach","Self-Improvement","14","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a3b9d8ed5955cc2e06378e_Share-image_-Home-Goodbye-content-bottlenecks-3.png","Writer","AI writing platform that can be trained on your own content and brand guidelines","Copywriting","14","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d9732b7279ba2975a90732_Screenshot-1-31-2023-11.59.31%20AM.png","Article Summary","Generates articles summaries in Arabic, English, and French from a URL.","Research","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71aaeb2ba5a2b3d09a5b6_63b5def23ca1b55652a185c9_aitogrow-banner-robot.png","AItoGrow","AI tool aggregator for startups","Aggregators","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f9a8474003e9e5dd10fbef_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1578495816588x646815646347334700%252FBubble%252520Tags.jpeg","Galactical AI","A tool for content creation.","Copywriting","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71abbc80be9c9510651d6_63b31354964a65ce6a077b89_menuGPTmacapp.jpeg","MacGPT","macOS menu bar with quick access to chatGPT","Chat","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f833cde37e1100bb4e1b2a_63bd591109ae7fbb16123122_thumbnail%2520(1).webp","Facetune","An online photo and video editing tool.","Avatar","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cb1f31b9a07149b466f750_Generative_AI_Summaries_Post-Meeting.png","Vowel","Automated meeting summaries and notes","Productivity","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71abe78ab5fad979e17fd_63a9f487c90d97e921cbfe0a_273fcee3-50c0-4441-b536-2a4669c4869c.jpeg","Nichesss","AI writing platform to write just about anything","Copywriting","14","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e5e04208a755b53858f992_soundbite_logo_purple.png","Soundbite","A tool that turns audio and video content into blogs, social media posts, and summaries in seconds.","Marketing","14",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ccece8defc0f416ba698a_craiyon_preview.png","Craiyon","Simple free AI art generator","Generative Art","14","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d1ba66432bfda7d8dfe176_image.webp","Sale Whale","AI chatbot platform","Chat","14","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e87f68e44734d06675c379_postly-logo.png","Postly","A tool to design and publish social media marketing campaigns at scale.","Marketing","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b83a2e5dbda6e7bd8ec563_terminalGPT.png","chatGPT on your terminal","Terminal-based chatbot creation tool","Chat","13",""
